12/27/2021 11:29:00 AM, 1207
12/27/2021 11:30:00 AM, 2348
12/27/2021 11:31:00 AM, 2193
12/27/2021 11:32:00 AM, 2133
12/27/2021 11:33:00 AM, 2135
12/27/2021 11:34:00 AM, 2008
12/27/2021 11:35:00 AM, 2015
12/27/2021 11:36:00 AM, 1973
12/27/2021 11:37:00 AM, 1965
12/27/2021 11:38:00 AM, 1936
12/27/2021 11:39:00 AM, 1884
12/27/2021 11:40:00 AM, 1869
12/27/2021 11:41:00 AM, 1825
12/27/2021 11:42:00 AM, 1809
12/27/2021 11:43:00 AM, 1822
12/27/2021 11:44:00 AM, 1819
12/27/2021 11:45:00 AM, 1804
12/27/2021 11:46:00 AM, 1794
12/27/2021 11:47:00 AM, 1809
12/27/2021 11:48:00 AM, 1794
12/27/2021 11:49:00 AM, 1769
12/27/2021 11:50:00 AM, 1767
12/27/2021 11:51:00 AM, 1772
12/27/2021 11:52:00 AM, 1763
12/27/2021 11:53:00 AM, 1719
12/27/2021 11:54:00 AM, 1719
12/27/2021 11:55:00 AM, 1721
12/27/2021 11:56:00 AM, 1730
12/27/2021 11:57:00 AM, 1721
12/27/2021 11:58:00 AM, 1730
12/27/2021 11:59:00 AM, 1721
12/27/2021 12:00:00 PM, 1685
12/27/2021 12:01:00 PM, 1696
12/27/2021 12:02:00 PM, 1710
12/27/2021 12:03:00 PM, 1743
12/27/2021 12:04:00 PM, 1751
12/27/2021 12:05:00 PM, 1766
12/27/2021 12:06:00 PM, 1752
12/27/2021 12:07:00 PM, 1746
12/27/2021 12:08:00 PM, 1756
12/27/2021 12:09:00 PM, 1735
12/27/2021 12:10:00 PM, 1747
12/27/2021 12:11:00 PM, 1730
12/27/2021 12:12:00 PM, 1738
12/27/2021 12:13:00 PM, 1727
12/27/2021 12:14:00 PM, 1740
12/27/2021 12:15:00 PM, 1693
12/27/2021 12:16:00 PM, 1708
12/27/2021 12:17:00 PM, 1708
12/27/2021 12:18:00 PM, 1686
12/27/2021 12:19:00 PM, 1674
12/27/2021 12:20:00 PM, 1693
12/27/2021 12:21:00 PM, 1658
12/27/2021 12:22:00 PM, 1656
12/27/2021 12:23:00 PM, 1650
12/27/2021 12:24:00 PM, 1671
12/27/2021 12:25:00 PM, 1687
12/27/2021 12:26:00 PM, 1677
12/27/2021 12:27:00 PM, 1660
12/27/2021 12:28:00 PM, 1658
12/27/2021 12:29:00 PM, 1681
12/27/2021 12:30:00 PM, 1681
12/27/2021 12:31:00 PM, 1641
12/27/2021 12:32:00 PM, 1627
12/27/2021 12:33:00 PM, 1621
12/27/2021 12:34:00 PM, 1632
12/27/2021 12:35:00 PM, 1623
12/27/2021 12:36:00 PM, 1663
12/27/2021 12:37:00 PM, 1634
12/27/2021 12:38:00 PM, 1614
12/27/2021 12:39:00 PM, 1566
12/27/2021 12:40:00 PM, 1568
12/27/2021 12:41:00 PM, 1544
12/27/2021 12:42:00 PM, 1554
12/27/2021 12:43:00 PM, 1551
12/27/2021 12:44:00 PM, 1541
12/27/2021 12:45:00 PM, 1531
12/27/2021 12:46:00 PM, 1526
12/27/2021 12:47:00 PM, 1517
12/27/2021 12:48:00 PM, 1513
12/27/2021 12:49:00 PM, 1521
12/27/2021 12:50:00 PM, 1515
12/27/2021 12:51:00 PM, 1502
12/27/2021 12:52:00 PM, 1505
12/27/2021 12:53:00 PM, 1510
12/27/2021 12:54:00 PM, 1505
12/27/2021 12:55:00 PM, 1495
12/27/2021 12:56:00 PM, 1498
12/27/2021 12:57:00 PM, 1513
12/27/2021 12:58:00 PM, 1499
12/27/2021 12:59:00 PM, 1497
12/27/2021 1:00:00 PM, 1492
12/27/2021 1:01:00 PM, 1499
12/27/2021 1:02:00 PM, 1490
12/27/2021 1:03:00 PM, 1477
12/27/2021 1:04:00 PM, 1480
12/27/2021 1:05:00 PM, 1473
12/27/2021 1:06:00 PM, 1463
12/27/2021 1:07:00 PM, 1470
12/27/2021 1:08:00 PM, 1451
12/27/2021 1:09:00 PM, 1428
12/27/2021 1:10:00 PM, 1373
12/27/2021 1:11:00 PM, 1350
12/27/2021 1:12:00 PM, 1290
12/27/2021 1:13:00 PM, 1242
12/27/2021 1:14:00 PM, 1211
12/27/2021 1:15:00 PM, 1204
12/27/2021 1:16:00 PM, 1198
12/27/2021 1:17:00 PM, 1192
12/27/2021 1:18:00 PM, 1156
12/27/2021 1:19:00 PM, 1086
12/27/2021 1:20:00 PM, 982
12/27/2021 1:21:00 PM, 904
12/27/2021 1:22:00 PM, 837
12/27/2021 1:23:00 PM, 744
12/27/2021 1:24:00 PM, 648
12/27/2021 1:25:00 PM, 611
12/27/2021 1:26:00 PM, 592
12/27/2021 1:27:00 PM, 519
12/27/2021 1:28:00 PM, 48
