12/12/2021 6:47:00 PM, 652
12/12/2021 6:48:00 PM, 2620
12/12/2021 6:49:00 PM, 2289
12/12/2021 6:50:00 PM, 2231
12/12/2021 6:51:00 PM, 2228
12/12/2021 6:52:00 PM, 2090
12/12/2021 6:53:00 PM, 2071
12/12/2021 6:54:00 PM, 2094
12/12/2021 6:55:00 PM, 2046
12/12/2021 6:56:00 PM, 2036
12/12/2021 6:57:00 PM, 2002
12/12/2021 6:58:00 PM, 1879
12/12/2021 6:59:00 PM, 1869
12/12/2021 7:00:00 PM, 1862
12/12/2021 7:01:00 PM, 1862
12/12/2021 7:02:00 PM, 1854
12/12/2021 7:03:00 PM, 1862
12/12/2021 7:04:00 PM, 1855
12/12/2021 7:05:00 PM, 1832
12/12/2021 7:06:00 PM, 1825
12/12/2021 7:07:00 PM, 1824
12/12/2021 7:08:00 PM, 1828
12/12/2021 7:09:00 PM, 1840
12/12/2021 7:10:00 PM, 1821
12/12/2021 7:11:00 PM, 1836
12/12/2021 7:12:00 PM, 1819
12/12/2021 7:13:00 PM, 1811
12/12/2021 7:14:00 PM, 1813
12/12/2021 7:15:00 PM, 1789
12/12/2021 7:16:00 PM, 1836
12/12/2021 7:17:00 PM, 1805
12/12/2021 7:18:00 PM, 1798
12/12/2021 7:19:00 PM, 1790
12/12/2021 7:20:00 PM, 1820
12/12/2021 7:21:00 PM, 1812
12/12/2021 7:22:00 PM, 1794
12/12/2021 7:23:00 PM, 1794
12/12/2021 7:24:00 PM, 1782
12/12/2021 7:25:00 PM, 1775
12/12/2021 7:26:00 PM, 1775
12/12/2021 7:27:00 PM, 1764
12/12/2021 7:28:00 PM, 1773
12/12/2021 7:29:00 PM, 1762
12/12/2021 7:30:00 PM, 1781
12/12/2021 7:31:00 PM, 1762
12/12/2021 7:32:00 PM, 1768
12/12/2021 7:33:00 PM, 1747
12/12/2021 7:34:00 PM, 1769
12/12/2021 7:35:00 PM, 1775
12/12/2021 7:36:00 PM, 1753
12/12/2021 7:37:00 PM, 1777
12/12/2021 7:38:00 PM, 1784
12/12/2021 7:39:00 PM, 1761
12/12/2021 7:40:00 PM, 1751
12/12/2021 7:41:00 PM, 1775
12/12/2021 7:42:00 PM, 1779
12/12/2021 7:43:00 PM, 1768
12/12/2021 7:44:00 PM, 1768
12/12/2021 7:45:00 PM, 1766
12/12/2021 7:46:00 PM, 1726
12/12/2021 7:47:00 PM, 1743
12/12/2021 7:48:00 PM, 1735
12/12/2021 7:49:00 PM, 1731
12/12/2021 7:50:00 PM, 1701
12/12/2021 7:51:00 PM, 1692
12/12/2021 7:52:00 PM, 1727
12/12/2021 7:53:00 PM, 1684
12/12/2021 7:54:00 PM, 1727
12/12/2021 7:55:00 PM, 1721
12/12/2021 7:56:00 PM, 1678
12/12/2021 7:57:00 PM, 1668
12/12/2021 7:58:00 PM, 1651
12/12/2021 7:59:00 PM, 1601
12/12/2021 8:00:00 PM, 1635
12/12/2021 8:01:00 PM, 1600
12/12/2021 8:02:00 PM, 1537
12/12/2021 8:03:00 PM, 1545
12/12/2021 8:04:00 PM, 1568
12/12/2021 8:05:00 PM, 1524
12/12/2021 8:06:00 PM, 1509
12/12/2021 8:07:00 PM, 1499
12/12/2021 8:08:00 PM, 1485
12/12/2021 8:09:00 PM, 1493
12/12/2021 8:10:00 PM, 1475
12/12/2021 8:11:00 PM, 1454
12/12/2021 8:12:00 PM, 1370
12/12/2021 8:13:00 PM, 1304
12/12/2021 8:14:00 PM, 1207
12/12/2021 8:15:00 PM, 1186
12/12/2021 8:16:00 PM, 1162
12/12/2021 8:17:00 PM, 1098
12/12/2021 8:18:00 PM, 1022
12/12/2021 8:19:00 PM, 935
12/12/2021 8:20:00 PM, 905
12/12/2021 8:21:00 PM, 904
12/12/2021 8:22:00 PM, 895
12/12/2021 8:23:00 PM, 898
12/12/2021 8:24:00 PM, 898
12/12/2021 8:25:00 PM, 879
12/12/2021 8:26:00 PM, 836
12/12/2021 8:27:00 PM, 803
12/12/2021 8:28:00 PM, 788
12/12/2021 8:29:00 PM, 763
12/12/2021 8:30:00 PM, 739
12/12/2021 8:31:00 PM, 661
12/12/2021 8:32:00 PM, 612
12/12/2021 8:33:00 PM, 603
12/12/2021 8:34:00 PM, 601
12/12/2021 8:35:00 PM, 554
12/12/2021 8:36:00 PM, 534
12/12/2021 8:37:00 PM, 505
12/12/2021 8:38:00 PM, 237
